state,county,status,url,final_url,http_status,platform,bytes,attempts
TX,Cooke County,not_found,,,,not_found,,co.cooke.tx.us:404;cookecounty.texas.gov:ConnectError;cookecountytx.gov:ConnectError;cookecounty.gov:ConnectError
TX,Coryell County,not_found,,,,not_found,,co.coryell.tx.us:404;coryellcounty.texas.gov:ConnectError;coryellcountytx.gov:ConnectError;coryellcounty.gov:ConnectError
TX,Cottle County,resolved,https://co.cottle.tx.us,https://www.cottlecountytx.gov,200,ezTask Titanium,75358,first_try
TX,Crane County,resolved,https://co.crane.tx.us,https://www.co.crane.tx.us,200,ezTask Titanium,36547,first_try
TX,Crockett County,not_found,,,,not_found,,co.crockett.tx.us:404;crockettcounty.texas.gov:ConnectError;crockettcountytx.gov:ConnectError;crockettcounty.gov:ConnectError
TX,Crosby County,not_found,,,,not_found,,co.crosby.tx.us:404;crosbycounty.texas.gov:ConnectError;crosbycountytx.gov:ConnectError;crosbycounty.gov:ConnectError
TX,Culberson County,resolved,https://co.culberson.tx.us,https://www.co.culberson.tx.us,200,ezTask Titanium,74601,first_try
TX,Dallam County,resolved,https://co.dallam.tx.us,https://co.dallam.tx.us,200,other/unknown,6937,first_try
TX,Dallas County,not_found,,,,not_found,,co.dallas.tx.us:ConnectError;dallascounty.texas.gov:ConnectError;dallascountytx.gov:ConnectError;dallascounty.gov:ConnectError
TX,Dawson County,not_found,,,,not_found,,co.dawson.tx.us:404;dawsoncounty.texas.gov:ConnectError;dawsoncountytx.gov:ConnectError;dawsoncounty.gov:ConnectError
TX,DeWitt County,not_found,,,,not_found,,co.dewitt.tx.us:404;dewittcounty.texas.gov:ConnectError;dewittcountytx.gov:ConnectTimeout;dewittcounty.gov:ConnectError
TX,Deaf Smith County,not_found,,,,not_found,,co.deafsmith.tx.us:ConnectError;deafsmithcounty.texas.gov:ConnectError;deafsmithcountytx.gov:ConnectError;deafsmithcounty.gov:ConnectError
TX,Delta County,resolved,https://co.delta.tx.us,http://www.deltacountytx.com/,200,CivicPlus,105278,first_try
TX,Denton County,resolved,https://dentoncounty.gov,https://www.dentoncounty.gov,200,CivicPlus,263268,co.denton.tx.us:ConnectError;dentoncounty.texas.gov:ConnectError;dentoncountytx.gov:ConnectError
TX,Dickens County,not_found,,,,not_found,,co.dickens.tx.us:404;dickenscounty.texas.gov:ConnectError;dickenscountytx.gov:ConnectError;dickenscounty.gov:ConnectError
TX,Dimmit County,not_found,,,,not_found,,co.dimmit.tx.us:ConnectError;dimmitcounty.texas.gov:ConnectError;dimmitcountytx.gov:ConnectError;dimmitcounty.gov:ConnectError
TX,Donley County,resolved,https://co.donley.tx.us,https://www.co.donley.tx.us,200,ezTask Titanium,49918,first_try
TX,Duval County,resolved,https://co.duval.tx.us,https://www.co.duval.tx.us,200,ezTask Titanium,51496,first_try
TX,Eastland County,not_found,,,,not_found,,co.eastland.tx.us:ConnectError;eastlandcounty.texas.gov:ConnectError;eastlandcountytx.gov:ConnectError;eastlandcounty.gov:RemoteProtocolError
TX,Ector County,resolved,https://co.ector.tx.us,https://www.ectorcountytx.gov/,200,CivicPlus,120306,first_try
TX,Edwards County,resolved,https://co.edwards.tx.us,https://www.co.edwards.tx.us,200,ezTask Titanium,81564,first_try
TX,El Paso County,not_found,,,,not_found,,co.elpaso.tx.us:ConnectError;elpasocounty.texas.gov:ConnectError;elpasocountytx.gov:ConnectError;elpasocounty.gov:ConnectError
TX,Ellis County,resolved,https://co.ellis.tx.us,http://www.elliscountytx.gov/,200,CivicPlus,197257,first_try
TX,Erath County,resolved,https://co.erath.tx.us,https://www.co.erath.tx.us/,200,CivicPlus,111816,first_try
TX,Falls County,resolved,https://co.falls.tx.us,https://www.co.falls.tx.us,200,ezTask Titanium,113823,first_try
TX,Fannin County,not_found,,,,not_found,,co.fannin.tx.us:404;fannincounty.texas.gov:ConnectError;fannincountytx.gov:ConnectError;fannincounty.gov:ConnectError
TX,Fayette County,not_found,,,,not_found,,co.fayette.tx.us:404;fayettecounty.texas.gov:ConnectError;fayettecountytx.gov:ConnectError;fayettecounty.gov:ConnectError
TX,Fisher County,not_found,,,,not_found,,co.fisher.tx.us:404;fishercounty.texas.gov:ConnectError;fishercountytx.gov:ConnectError;fishercounty.gov:ConnectError
TX,Floyd County,not_found,,,,not_found,,co.floyd.tx.us:404;floydcounty.texas.gov:ConnectError;floydcountytx.gov:ConnectError;floydcounty.gov:ConnectError
TX,Foard County,resolved,https://foardcounty.texas.gov,https://www.foardcounty.texas.gov,200,ezTask Titanium,71342,co.foard.tx.us:ConnectError
TX,Fort Bend County,resolved,https://fortbendcountytx.gov,https://www.fortbendcountytx.gov/,200,Drupal,199463,co.fortbend.tx.us:ConnectError;fortbendcounty.texas.gov:ConnectError
TX,Franklin County,not_found,,,,not_found,,co.franklin.tx.us:404;franklincounty.texas.gov:ConnectError;franklincountytx.gov:ConnectError;franklincounty.gov:ConnectError
TX,Freestone County,not_found,,,,not_found,,co.freestone.tx.us:404;freestonecounty.texas.gov:ConnectError;freestonecountytx.gov:ConnectError;freestonecounty.gov:ConnectError
TX,Frio County,resolved,https://co.frio.tx.us,https://www.co.frio.tx.us,200,ezTask Titanium,62778,first_try
TX,Gaines County,not_found,,,,not_found,,co.gaines.tx.us:404;gainescounty.texas.gov:ConnectError;gainescountytx.gov:ConnectError;gainescounty.gov:ConnectError
TX,Galveston County,not_found,,,,not_found,,co.galveston.tx.us:ConnectError;galvestoncounty.texas.gov:ConnectError;galvestoncountytx.gov:403;galvestoncounty.gov:ConnectError
TX,Garza County,resolved,https://co.garza.tx.us,https://www.garzacounty.gov,200,ezTask Titanium,64908,first_try
TX,Gillespie County,resolved,https://gillespiecounty.gov,https://gillespiecounty.gov,200,CivicPlus,83802,co.gillespie.tx.us:ConnectError;gillespiecounty.texas.gov:ConnectError;gillespiecountytx.gov:ConnectError
TX,Glasscock County,resolved,https://co.glasscock.tx.us,https://www.co.glasscock.tx.us,200,ezTask Titanium,76051,first_try
TX,Goliad County,not_found,,,,not_found,,co.goliad.tx.us:404;goliadcounty.texas.gov:ConnectError;goliadcountytx.gov:ConnectError;goliadcounty.gov:ConnectError
TX,Gonzales County,not_found,,,,not_found,,co.gonzales.tx.us:404;gonzalescounty.texas.gov:ConnectError;gonzalescountytx.gov:ConnectError;gonzalescounty.gov:ConnectError
TX,Gray County,not_found,,,,not_found,,co.gray.tx.us:404;graycounty.texas.gov:ConnectError;graycountytx.gov:ConnectError;graycounty.gov:ConnectError
TX,Grayson County,not_found,,,,not_found,,co.grayson.tx.us:ConnectError;graysoncounty.texas.gov:ConnectError;graysoncountytx.gov:ConnectError;graysoncounty.gov:ConnectError
TX,Gregg County,resolved,https://co.gregg.tx.us,https://greggcounty.texas.gov/,200,other/unknown,165580,first_try
TX,Grimes County,not_found,,,,not_found,,co.grimes.tx.us:ConnectError;grimescounty.texas.gov:ConnectError;grimescountytx.gov:ConnectError;grimescounty.gov:ConnectError
TX,Guadalupe County,not_found,,,,not_found,,co.guadalupe.tx.us:ConnectTimeout;guadalupecounty.texas.gov:ConnectError;guadalupecountytx.gov:ConnectError;guadalupecounty.gov:ConnectError
TX,Hale County,resolved,https://co.hale.tx.us,https://www.halecounty.org/,200,Revize,53255,first_try
TX,Hall County,not_found,,,,not_found,,co.hall.tx.us:404;hallcounty.texas.gov:ConnectError;hallcountytx.gov:ConnectError;hallcounty.gov:ConnectError
TX,Hamilton County,resolved,https://co.hamilton.tx.us,https://www.hamiltoncountytx.gov/,200,ezTask Titanium,51595,first_try
TX,Hansford County,not_found,,,,not_found,,co.hansford.tx.us:404;hansfordcounty.texas.gov:ConnectError;hansfordcountytx.gov:ConnectError;hansfordcounty.gov:ConnectError
TX,Hardeman County,not_found,,,,not_found,,co.hardeman.tx.us:404;hardemancounty.texas.gov:ConnectError;hardemancountytx.gov:ConnectError;hardemancounty.gov:ConnectError
TX,Hardin County,resolved,https://co.hardin.tx.us,https://www.hardincountytx.gov,200,ezTask Titanium,74073,first_try
TX,Harris County,resolved,https://harriscountytx.gov,https://www.harriscountytx.gov/,200,DotNetNuke,140737,co.harris.tx.us:ConnectError;harriscounty.texas.gov:ConnectError
TX,Harrison County,not_found,,,,not_found,,co.harrison.tx.us:ConnectTimeout;harrisoncounty.texas.gov:ConnectError;harrisoncountytx.gov:ConnectError;harrisoncounty.gov:ConnectError
TX,Hartley County,not_found,,,,not_found,,co.hartley.tx.us:404;hartleycounty.texas.gov:ConnectError;hartleycountytx.gov:404;hartleycounty.gov:ConnectError
TX,Haskell County,resolved,https://co.haskell.tx.us,https://www.haskellcountytx.gov,200,ezTask Titanium,30713,first_try
TX,Hays County,not_found,,,,not_found,,co.hays.tx.us:ConnectTimeout;hayscounty.texas.gov:ConnectError;hayscountytx.gov:RemoteProtocolError;hayscounty.gov:ConnectError
TX,Hemphill County,not_found,,,,not_found,,co.hemphill.tx.us:404;hemphillcounty.texas.gov:ConnectError;hemphillcountytx.gov:ConnectError;hemphillcounty.gov:ConnectError
TX,Henderson County,resolved,https://co.henderson.tx.us,https://www.henderson-county.com/,200,CivicPlus,112288,first_try
TX,Hidalgo County,resolved,https://co.hidalgo.tx.us,https://www.hidalgocounty.us,200,CivicPlus,135705,first_try
TX,Hill County,not_found,,,,not_found,,co.hill.tx.us:404;hillcounty.texas.gov:ConnectError;hillcountytx.gov:ConnectError;hillcounty.gov:ConnectError
TX,Hockley County,resolved,https://co.hockley.tx.us,https://www.co.hockley.tx.us,200,ezTask Titanium,87274,first_try
TX,Hood County,resolved,https://hoodcounty.texas.gov,https://hoodcounty.texas.gov,200,Revize,70189,co.hood.tx.us:ConnectTimeout
TX,Hopkins County,not_found,,,,not_found,,co.hopkins.tx.us:ConnectError;hopkinscounty.texas.gov:ConnectError;hopkinscountytx.gov:ConnectError;hopkinscounty.gov:ConnectError
TX,Houston County,not_found,,,,not_found,,co.houston.tx.us:404;houstoncounty.texas.gov:ConnectError;houstoncountytx.gov:ConnectError;houstoncounty.gov:ConnectError
TX,Howard County,not_found,,,,not_found,,co.howard.tx.us:RemoteProtocolError;howardcounty.texas.gov:ConnectError;howardcountytx.gov:ConnectError;howardcounty.gov:ConnectError
TX,Hudspeth County,resolved,https://co.hudspeth.tx.us,https://www.co.hudspeth.tx.us,200,ezTask Titanium,84911,first_try
TX,Hunt County,not_found,,,,not_found,,co.hunt.tx.us:ConnectError;huntcounty.texas.gov:ConnectError;huntcountytx.gov:ConnectError;huntcounty.gov:ConnectError
TX,Hutchinson County,not_found,,,,not_found,,co.hutchinson.tx.us:404;hutchinsoncounty.texas.gov:ConnectError;hutchinsoncountytx.gov:ConnectError;hutchinsoncounty.gov:ConnectError
TX,Irion County,not_found,,,,not_found,,co.irion.tx.us:RemoteProtocolError;irioncounty.texas.gov:ConnectError;irioncountytx.gov:ConnectError;irioncounty.gov:ConnectError
TX,Jack County,not_found,,,,not_found,,co.jack.tx.us:ConnectError;jackcounty.texas.gov:403;jackcountytx.gov:ConnectError;jackcounty.gov:ConnectError
TX,Jackson County,resolved,https://co.jackson.tx.us,https://www.co.jackson.tx.us,200,ezTask Titanium,85637,first_try
TX,Jasper County,resolved,https://co.jasper.tx.us,https://www.co.jasper.tx.us,200,ezTask Titanium,74080,first_try
TX,Jeff Davis County,not_found,,,,not_found,,co.jeffdavis.tx.us:ConnectError;jeffdaviscounty.texas.gov:404;jeffdaviscountytx.gov:ConnectError;jeffdaviscounty.gov:ConnectError
TX,Jefferson County,resolved,https://co.jefferson.tx.us,https://jeffersoncountytx.gov/,200,WordPress,61338,first_try
TX,Jim Hogg County,not_found,,,,not_found,,co.jimhogg.tx.us:ConnectError;jimhoggcounty.texas.gov:ConnectError;jimhoggcountytx.gov:ConnectError;jimhoggcounty.gov:ConnectError
TX,Jim Wells County,not_found,,,,not_found,,co.jimwells.tx.us:ConnectError;jimwellscounty.texas.gov:ConnectError;jimwellscountytx.gov:ConnectError;jimwellscounty.gov:ConnectError
TX,Johnson County,not_found,,,,not_found,,co.johnson.tx.us:ConnectError;johnsoncounty.texas.gov:ConnectError;johnsoncountytx.gov:ConnectError;johnsoncounty.gov:ConnectError
TX,Jones County,not_found,,,,not_found,,co.jones.tx.us:404;jonescounty.texas.gov:ConnectError;jonescountytx.gov:ConnectError;jonescounty.gov:ConnectError
TX,Karnes County,not_found,,,,not_found,,co.karnes.tx.us:404;karnescounty.texas.gov:ConnectError;karnescountytx.gov:ConnectError;karnescounty.gov:404
TX,Kaufman County,not_found,,,,not_found,,co.kaufman.tx.us:ConnectTimeout;kaufmancounty.texas.gov:ConnectError;kaufmancountytx.gov:ConnectError;kaufmancounty.gov:ConnectError
TX,Kendall County,resolved,https://co.kendall.tx.us,https://www.kendallcountytx.gov/,200,CivicPlus,111120,first_try
TX,Kenedy County,resolved,https://co.kenedy.tx.us,https://www.kenedycountytx.gov/,200,ezTask Titanium,33332,first_try
TX,Kent County,resolved,https://co.kent.tx.us,https://www.co.kent.tx.us,200,ezTask Titanium,34005,first_try
TX,Kerr County,resolved,https://co.kerr.tx.us,https://co.kerr.tx.us,200,other/unknown,134,first_try
TX,Kimble County,resolved,https://co.kimble.tx.us,https://www.co.kimble.tx.us,200,ezTask Titanium,77846,first_try
TX,King County,resolved,https://kingcounty.gov,https://kingcounty.gov,200,other/unknown,65334,co.king.tx.us:404;kingcounty.texas.gov:ConnectError;kingcountytx.gov:ConnectError
TX,Kinney County,resolved,https://co.kinney.tx.us,https://www.co.kinney.tx.us,200,ezTask Titanium,75502,first_try
TX,Kleberg County,not_found,,,,not_found,,co.kleberg.tx.us:404;klebergcounty.texas.gov:ConnectError;klebergcountytx.gov:ConnectError;klebergcounty.gov:ConnectError
TX,Knox County,not_found,,,,not_found,,co.knox.tx.us:ConnectError;knoxcounty.texas.gov:ConnectError;knoxcountytx.gov:ConnectError;knoxcounty.gov:ConnectError
TX,La Salle County,not_found,,,,not_found,,co.lasalle.tx.us:ConnectError;lasallecounty.texas.gov:ConnectError;lasallecountytx.gov:ConnectError;lasallecounty.gov:ConnectError
TX,Lamar County,not_found,,,,not_found,,co.lamar.tx.us:RemoteProtocolError;lamarcounty.texas.gov:ConnectError;lamarcountytx.gov:RemoteProtocolError;lamarcounty.gov:ConnectError
TX,Lamb County,not_found,,,,not_found,,co.lamb.tx.us:404;lambcounty.texas.gov:ConnectError;lambcountytx.gov:ConnectError;lambcounty.gov:ConnectError
TX,Lampasas County,not_found,,,,not_found,,co.lampasas.tx.us:404;lampasascounty.texas.gov:ConnectError;lampasascountytx.gov:ConnectError;lampasascounty.gov:ConnectError
TX,Lavaca County,resolved,https://co.lavaca.tx.us,https://www.co.lavaca.tx.us,200,ezTask Titanium,55038,first_try
TX,Lee County,not_found,,,,not_found,,co.lee.tx.us:404;leecounty.texas.gov:ConnectError;leecountytx.gov:403;leecounty.gov:ConnectError
TX,Leon County,not_found,,,,not_found,,co.leon.tx.us:404;leoncounty.texas.gov:ConnectError;leoncountytx.gov:ConnectError;leoncounty.gov:ConnectError
TX,Liberty County,not_found,,,,not_found,,co.liberty.tx.us:404;libertycounty.texas.gov:ConnectError;libertycountytx.gov:404;libertycounty.gov:ConnectError
TX,Limestone County,not_found,,,,not_found,,co.limestone.tx.us:404;limestonecounty.texas.gov:ConnectError;limestonecountytx.gov:ConnectError;limestonecounty.gov:ConnectError
TX,Lipscomb County,not_found,,,,not_found,,co.lipscomb.tx.us:404;lipscombcounty.texas.gov:ConnectError;lipscombcountytx.gov:ConnectError;lipscombcounty.gov:ConnectError
TX,Live Oak County,not_found,,,,not_found,,co.liveoak.tx.us:ConnectError;liveoakcounty.texas.gov:ConnectError;liveoakcountytx.gov:ConnectError;liveoakcounty.gov:ConnectError
TX,Llano County,resolved,https://co.llano.tx.us,https://www.llanocounty.gov,200,ezTask Titanium,75249,first_try
TX,Loving County,resolved,https://co.loving.tx.us,https://www.co.loving.tx.us,200,ezTask Titanium,31086,first_try
TX,Lubbock County,resolved,https://co.lubbock.tx.us,https://www.lubbockcounty.gov/,200,other/unknown,17564,first_try
TX,Lynn County,not_found,,,,not_found,,co.lynn.tx.us:404;lynncounty.texas.gov:ConnectError;lynncountytx.gov:ConnectError;lynncounty.gov:ConnectError
TX,Madison County,not_found,,,,not_found,,co.madison.tx.us:404;madisoncounty.texas.gov:ConnectError;madisoncountytx.gov:ConnectError;madisoncounty.gov:ConnectError
TX,Marion County,not_found,,,,not_found,,co.marion.tx.us:404;marioncounty.texas.gov:ConnectError;marioncountytx.gov:404;marioncounty.gov:ConnectError
TX,Martin County,not_found,,,,not_found,,co.martin.tx.us:ConnectError;martincounty.texas.gov:ConnectError;martincountytx.gov:ConnectError;martincounty.gov:ConnectError
TX,Mason County,not_found,,,,not_found,,co.mason.tx.us:404;masoncounty.texas.gov:ConnectError;masoncountytx.gov:ConnectError;masoncounty.gov:ConnectError
TX,Matagorda County,resolved,https://co.matagorda.tx.us,https://www.matagordatx.gov/,200,ezTask Titanium,92562,first_try
TX,Maverick County,resolved,https://co.maverick.tx.us,https://co.maverick.tx.us,200,other/unknown,119911,first_try
TX,McCulloch County,not_found,,,,not_found,,co.mcculloch.tx.us:404;mccullochcounty.texas.gov:ConnectError;mccullochcountytx.gov:ConnectError;mccullochcounty.gov:ConnectError
TX,McLennan County,resolved,https://co.mclennan.tx.us,https://www.mclennan.gov/,200,CivicPlus,153325,first_try
TX,McMullen County,not_found,,,,not_found,,co.mcmullen.tx.us:ConnectError;mcmullencounty.texas.gov:ConnectError;mcmullencountytx.gov:ConnectError;mcmullencounty.gov:ConnectError
TX,Medina County,resolved,https://medinacounty.gov,https://www.medinaco.org/,200,WordPress,255157,co.medina.tx.us:ConnectError;medinacounty.texas.gov:ConnectError;medinacountytx.gov:ConnectError
TX,Menard County,not_found,,,,not_found,,co.menard.tx.us:404;menardcounty.texas.gov:ConnectError;menardcountytx.gov:ConnectError;menardcounty.gov:ConnectError
TX,Midland County,resolved,https://co.midland.tx.us,https://co.midland.tx.us,200,CivicPlus,141522,first_try
TX,Milam County,not_found,,,,not_found,,co.milam.tx.us:404;milamcounty.texas.gov:ConnectError;milamcountytx.gov:ConnectError;milamcounty.gov:ConnectError
TX,Mills County,resolved,https://co.mills.tx.us,https://www.millscountytx.gov/,200,ezTask Titanium,81450,first_try
TX,Mitchell County,resolved,https://co.mitchell.tx.us,https://www.co.mitchell.tx.us,200,ezTask Titanium,70648,first_try
TX,Montague County,resolved,https://co.montague.tx.us,https://www.co.montague.tx.us,200,ezTask Titanium,44216,first_try
TX,Montgomery County,not_found,,,,not_found,,co.montgomery.tx.us:ConnectError;montgomerycounty.texas.gov:ConnectError;montgomerycountytx.gov:ConnectError;montgomerycounty.gov:ConnectError
TX,Moore County,not_found,,,,not_found,,co.moore.tx.us:404;moorecounty.texas.gov:ConnectError;moorecountytx.gov:ConnectError;moorecounty.gov:ConnectError
TX,Morris County,not_found,,,,not_found,,co.morris.tx.us:404;morriscounty.texas.gov:ConnectError;morriscountytx.gov:ConnectError;morriscounty.gov:ConnectError
TX,Motley County,not_found,,,,not_found,,co.motley.tx.us:404;motleycounty.texas.gov:ConnectError;motleycountytx.gov:ConnectError;motleycounty.gov:ConnectError
TX,Nacogdoches County,not_found,,,,not_found,,co.nacogdoches.tx.us:RemoteProtocolError;nacogdochescounty.texas.gov:ConnectError;nacogdochescountytx.gov:ConnectError;nacogdochescounty.gov:ConnectError
TX,Navarro County,resolved,https://co.navarro.tx.us,https://www.co.navarro.tx.us,200,ezTask Titanium,87110,first_try
TX,Newton County,not_found,,,,not_found,,co.newton.tx.us:404;newtoncounty.texas.gov:ConnectError;newtoncountytx.gov:ConnectError;newtoncounty.gov:ConnectError
TX,Nolan County,not_found,,,,not_found,,co.nolan.tx.us:404;nolancounty.texas.gov:ConnectError;nolancountytx.gov:ConnectError;nolancounty.gov:ConnectError
TX,Nueces County,not_found,,,,not_found,,co.nueces.tx.us:ConnectError;nuecescounty.texas.gov:ConnectError;nuecescountytx.gov:ConnectError;nuecescounty.gov:ConnectError
TX,Ochiltree County,not_found,,,,not_found,,co.ochiltree.tx.us:404;ochiltreecounty.texas.gov:ConnectError;ochiltreecountytx.gov:ConnectError;ochiltreecounty.gov:ConnectError
TX,Oldham County,resolved,https://co.oldham.tx.us,https://www.co.oldham.tx.us,200,ezTask Titanium,77764,first_try
TX,Orange County,resolved,https://co.orange.tx.us,https://www.co.orange.tx.us/,200,other/unknown,44150,first_try
TX,Palo Pinto County,not_found,,,,not_found,,co.palopinto.tx.us:ConnectError;palopintocounty.texas.gov:ConnectError;palopintocountytx.gov:ConnectError;palopintocounty.gov:ConnectError
TX,Panola County,not_found,,,,not_found,,co.panola.tx.us:RemoteProtocolError;panolacounty.texas.gov:ConnectError;panolacountytx.gov:ConnectError;panolacounty.gov:ConnectError
TX,Parker County,resolved,https://co.parker.tx.us,https://www.parkercountytx.gov/,200,CivicPlus,96206,first_try
TX,Parmer County,resolved,https://parmercounty.texas.gov,https://parmercounty.texas.gov,200,WordPress,192038,co.parmer.tx.us:ConnectError
TX,Pecos County,not_found,,,,not_found,,co.pecos.tx.us:ConnectError;pecoscounty.texas.gov:ConnectError;pecoscountytx.gov:ConnectError;pecoscounty.gov:ConnectError
TX,Polk County,resolved,https://co.polk.tx.us,https://www.polktx.gov/,200,CivicPlus,99104,first_try
TX,Potter County,resolved,https://co.potter.tx.us,https://www.co.potter.tx.us,200,ezTask Titanium,86048,first_try
TX,Presidio County,not_found,,,,not_found,,co.presidio.tx.us:404;presidiocounty.texas.gov:ConnectError;presidiocountytx.gov:ConnectError;presidiocounty.gov:ConnectError
TX,Rains County,not_found,,,,not_found,,co.rains.tx.us:404;rainscounty.texas.gov:ConnectError;rainscountytx.gov:ConnectError;rainscounty.gov:ConnectError
TX,Randall County,resolved,https://randallcounty.gov,https://randallcounty.gov,200,CivicPlus,89844,co.randall.tx.us:ConnectError;randallcounty.texas.gov:ConnectError;randallcountytx.gov:ConnectError
TX,Reagan County,not_found,,,,not_found,,co.reagan.tx.us:404;reagancounty.texas.gov:ConnectError;reagancountytx.gov:ConnectError;reagancounty.gov:ConnectError
TX,Real County,not_found,,,,not_found,,co.real.tx.us:404;realcounty.texas.gov:ConnectError;realcountytx.gov:ConnectError;realcounty.gov:ConnectError
TX,Red River County,not_found,,,,not_found,,co.redriver.tx.us:ConnectError;redrivercounty.texas.gov:ConnectError;redrivercountytx.gov:wrong_county;redrivercounty.gov:ConnectError
TX,Reeves County,not_found,,,,not_found,,co.reeves.tx.us:ConnectError;reevescounty.texas.gov:ConnectError;reevescountytx.gov:403;reevescounty.gov:ConnectError
TX,Refugio County,not_found,,,,not_found,,co.refugio.tx.us:404;refugiocounty.texas.gov:ConnectError;refugiocountytx.gov:ConnectError;refugiocounty.gov:ConnectError
TX,Roberts County,not_found,,,,not_found,,co.roberts.tx.us:404;robertscounty.texas.gov:ConnectError;robertscountytx.gov:ConnectError;robertscounty.gov:ConnectError
TX,Robertson County,not_found,,,,not_found,,co.robertson.tx.us:404;robertsoncounty.texas.gov:ConnectError;robertsoncountytx.gov:ConnectError;robertsoncounty.gov:ConnectError
TX,Rockwall County,resolved,https://co.rockwall.tx.us,https://www.rockwallcountytexas.com/,200,CivicPlus,168440,first_try
TX,Runnels County,not_found,,,,not_found,,co.runnels.tx.us:403;runnelscounty.texas.gov:ConnectError;runnelscountytx.gov:ConnectError;runnelscounty.gov:ConnectError
TX,Rusk County,resolved,https://ruskcountytx.gov,https://www.ruskcountytx.gov,200,ezTask Titanium,83653,co.rusk.tx.us:404;ruskcounty.texas.gov:ConnectError
TX,Sabine County,not_found,,,,not_found,,co.sabine.tx.us:404;sabinecounty.texas.gov:ConnectError;sabinecountytx.gov:ConnectError;sabinecounty.gov:ConnectError
TX,San Augustine County,not_found,,,,not_found,,co.sanaugustine.tx.us:ConnectError;sanaugustinecounty.texas.gov:ConnectError;sanaugustinecountytx.gov:ConnectError;sanaugustinecounty.gov:ConnectError
TX,San Jacinto County,not_found,,,,not_found,,co.sanjacinto.tx.us:ConnectError;sanjacintocounty.texas.gov:ConnectError;sanjacintocountytx.gov:ConnectError;sanjacintocounty.gov:ConnectError
TX,San Patricio County,not_found,,,,not_found,,co.sanpatricio.tx.us:ConnectError;sanpatriciocounty.texas.gov:ConnectError;sanpatriciocountytx.gov:ConnectError;sanpatriciocounty.gov:ConnectError
TX,San Saba County,not_found,,,,not_found,,co.sansaba.tx.us:ConnectError;sansabacounty.texas.gov:ConnectError;sansabacountytx.gov:ConnectError;sansabacounty.gov:ConnectError
TX,Schleicher County,resolved,https://co.schleicher.tx.us,https://www.schleichercounty.gov/,200,ezTask Titanium,76219,first_try
TX,Scurry County,not_found,,,,not_found,,co.scurry.tx.us:ConnectError;scurrycounty.texas.gov:ConnectError;scurrycountytx.gov:ConnectError;scurrycounty.gov:ConnectError
TX,Shackelford County,resolved,https://co.shackelford.tx.us,https://www.shackelfordcounty.org/,200,ezTask Titanium,66291,first_try
TX,Shelby County,not_found,,,,not_found,,co.shelby.tx.us:404;shelbycounty.texas.gov:ConnectError;shelbycountytx.gov:ConnectError;shelbycounty.gov:ConnectError
TX,Sherman County,resolved,https://co.sherman.tx.us,https://www.shermancountytx.gov,200,ezTask Titanium,46386,first_try
TX,Smith County,not_found,,,,not_found,,co.smith.tx.us:ConnectError;smithcounty.texas.gov:ConnectError;smithcountytx.gov:ConnectError;smithcounty.gov:ConnectError
TX,Somervell County,not_found,,,,not_found,,co.somervell.tx.us:ConnectTimeout;somervellcounty.texas.gov:ConnectError;somervellcountytx.gov:ConnectError;somervellcounty.gov:ConnectError
TX,Starr County,resolved,https://co.starr.tx.us,https://www.co.starr.tx.us,200,ezTask Titanium,92272,first_try
TX,Stephens County,not_found,,,,not_found,,co.stephens.tx.us:404;stephenscounty.texas.gov:ConnectError;stephenscountytx.gov:521;stephenscounty.gov:ConnectError
TX,Sterling County,resolved,https://co.sterling.tx.us,https://www.sterlingcotx.gov,200,ezTask Titanium,71671,first_try
TX,Stonewall County,not_found,,,,not_found,,co.stonewall.tx.us:404;stonewallcounty.texas.gov:ConnectError;stonewallcountytx.gov:ConnectError;stonewallcounty.gov:ConnectError
TX,Sutton County,resolved,https://co.sutton.tx.us,https://www.co.sutton.tx.us,200,ezTask Titanium,44808,first_try
TX,Swisher County,not_found,,,,not_found,,co.swisher.tx.us:404;swishercounty.texas.gov:ConnectError;swishercountytx.gov:ConnectError;swishercounty.gov:wrong_county
TX,Tarrant County,resolved,https://tarrantcountytx.gov,https://www.tarrantcountytx.gov/en.html,200,other/unknown,357180,co.tarrant.tx.us:ConnectError;tarrantcounty.texas.gov:ConnectError
TX,Taylor County,resolved,https://taylorcounty.texas.gov,https://taylorcounty.texas.gov,200,CivicPlus,130787,co.taylor.tx.us:ConnectError
TX,Terrell County,not_found,,,,not_found,,co.terrell.tx.us:404;terrellcounty.texas.gov:ConnectError;terrellcountytx.gov:ConnectError;terrellcounty.gov:ConnectError
TX,Terry County,not_found,,,,not_found,,co.terry.tx.us:404;terrycounty.texas.gov:ConnectError;terrycountytx.gov:ConnectError;terrycounty.gov:ConnectError
TX,Throckmorton County,resolved,https://throckmortoncountytx.gov,https://www.throckmortoncounty.org/,200,ezTask Titanium,29942,co.throckmorton.tx.us:ConnectError;throckmortoncounty.texas.gov:ConnectError
TX,Titus County,resolved,https://co.titus.tx.us,https://www.co.titus.tx.us,200,ezTask Titanium,51365,first_try
TX,Tom Green County,resolved,https://tomgreencountytx.gov,https://www.tomgreencountytx.gov,200,ezTask Titanium,58783,co.tomgreen.tx.us:ConnectError;tomgreencounty.texas.gov:ConnectError
